period,State,Sales,Price
10/1/2006,AR,3679129,7
10/1/2006,AZ,5911806,8.66
10/1/2006,CA,21866506,12.16
10/1/2006,CO,4019838,7.46
10/1/2006,CT,2451875,14.89
10/1/2006,DC,991693,12.72
10/1/2006,DE,893796,11.12
10/1/2006,FL,19564039,10.54
10/1/2006,GA,10551335,7.49
10/1/2006,HI,922915,20.54
10/1/2006,IA,3429468,6.82
10/1/2006,ID,1637551,4.67
10/1/2006,IL,11093533,7.15
10/1/2006,IN,8234260,6.46
10/1/2006,KS,2995739,6.8
10/1/2006,KY,7199255,5.31
10/1/2006,LA,6649993,9.11
10/1/2006,MA,4358000,14.84
10/1/2006,MD,4768987,10.82
10/1/2006,ME,1049331,11.28
10/1/2006,MI,8531696,8
10/1/2006,MN,5401766,6.91
10/1/2006,MO,6282967,5.82
10/1/2006,MS,3829455,7.75
10/1/2006,MT,1034826,7.4
10/1/2006,NC,9775367,7.67
10/1/2006,ND,907591,6.55
10/1/2006,NE,2085436,5.9
10/1/2006,NH,863123,13.59
10/1/2006,NJ,6019580,11.31
10/1/2006,NM,1723348,7.57
10/1/2006,NV,2578576,9.73
10/1/2006,NY,11085078,15.62
10/1/2006,OH,12203802,7.71
10/1/2006,OK,4128468,7.21
10/1/2006,OR,3645655,6.64
10/1/2006,PA,11337671,8.54
10/1/2006,RI,599257,13.85
10/1/2006,SC,6263405,7.05
10/1/2006,SD,764229,6.87
10/1/2006,TN,7906315,6.95
10/1/2006,TX,28085863,10.22
10/1/2006,UT,2036978,6.04
10/1/2006,VA,8117494,6.79
10/1/2006,VT,460440,11.43
10/1/2006,WA,6119220,6.5
10/1/2006,WI,5654866,8.13
10/1/2006,WV,2656816,5.1
10/1/2006,WY,1259039,5.52
9/1/2006,AK,489096,12.84
9/1/2006,AL,8290942,7.49
9/1/2006,AR,4395087,7.61
9/1/2006,AZ,7090326,8.83
9/1/2006,CA,23681321,13.85
9/1/2006,CO,4133304,7.57
9/1/2006,CT,2402531,15.84
9/1/2006,DC,1006952,12.78
9/1/2006,DE,1042916,11.61
9/1/2006,FL,22165112,10.59
9/1/2006,GA,12367568,7.78
9/1/2006,HI,906398,21.5
9/1/2006,IA,3501494,7.6
9/1/2006,ID,1854637,4.7
9/1/2006,IL,11131352,7.49
9/1/2006,IN,8532986,6.44
9/1/2006,KS,3254355,7.36
9/1/2006,KY,7256514,5.45
9/1/2006,LA,7578646,8.71
9/1/2006,MA,4454898,15.75
9/1/2006,MD,4931325,11.11
9/1/2006,ME,1001120,10.92
9/1/2006,MI,8998156,8.08
9/1/2006,MN,5594640,6.9
9/1/2006,MO,6654140,6.48
9/1/2006,MS,4608760,8.31
9/1/2006,MT,1085295,7.11
9/1/2006,NC,11239313,7.99
9/1/2006,ND,841243,6.88
9/1/2006,NE,2136359,6.65
9/1/2006,NH,886437,13.36
9/1/2006,NJ,6670510,12.79
9/1/2006,NM,1829886,7.49
9/1/2006,NV,3150240,10.16
9/1/2006,NY,12278259,16.3
9/1/2006,OH,11857163,7.75
9/1/2006,OK,4563847,7.96
9/1/2006,OR,3815513,6.55
9/1/2006,PA,11738155,8.67
9/1/2006,RI,621887,13.94
9/1/2006,SC,7115774,7.32
9/1/2006,SD,805117,6.92
9/1/2006,TN,9595461,7.14
9/1/2006,TX,32946762,10.69
9/1/2006,UT,2136642,6.29
9/1/2006,VA,8631289,6.99
9/1/2006,VT,458404,11.45
9/1/2006,WA,6332425,6.22
9/1/2006,WI,5774619,8.34
9/1/2006,WV,2297973,5.14
9/1/2006,WY,1148954,5.37
8/1/2006,AK,483531,13.53
8/1/2006,AL,9304331,8.13
8/1/2006,AR,4997885,8.08
8/1/2006,AZ,8025565,8.86
8/1/2006,CA,27517480,13.96
8/1/2006,CO,4766254,7.6
8/1/2006,CT,3063788,15.6
8/1/2006,DC,1000811,10.61
8/1/2006,DE,1184321,11.88
8/1/2006,FL,23283142,10.64
8/1/2006,GA,14627099,8.68
8/1/2006,HI,967754,21.72
8/1/2006,IA,4151645,7.89
8/1/2006,ID,2224434,4.75
8/1/2006,IL,14174551,7.76
8/1/2006,IN,10291763,6.73
8/1/2006,KS,4329721,7.54
8/1/2006,KY,8229084,6.22
8/1/2006,LA,7950145,8.31
8/1/2006,MA,5256024,16.27
8/1/2006,MD,6479960,10.89
8/1/2006,ME,1106114,11.77
8/1/2006,MI,10360625,8.83
8/1/2006,MN,6310743,7.64
8/1/2006,MO,8720763,7.31
8/1/2006,MS,4930582,8.44
8/1/2006,MT,1251186,6.99
8/1/2006,NC,13274351,7.91
8/1/2006,ND,904972,6.72
8/1/2006,NE,2654127,6.82
8/1/2006,NH,1044131,12.91
8/1/2006,NJ,8392245,14.27
8/1/2006,NM,2051982,7.65
8/1/2006,NV,3819940,10.24
8/1/2006,NY,14228929,16.66
8/1/2006,OH,14996755,8.12
8/1/2006,OK,6206348,8.09
8/1/2006,OR,4061691,6.48
8/1/2006,PA,14021881,8.99
8/1/2006,RI,771189,14.16
8/1/2006,SC,8377172,7.48
8/1/2006,SD,938915,6.87
8/1/2006,TN,10551012,7.26
8/1/2006,TX,35867620,11.04
8/1/2006,UT,2564292,6.38
8/1/2006,VA,10796147,7.26
8/1/2006,VT,511855,11.54
8/1/2006,WA,6813927,6.18
8/1/2006,WI,6639521,8.53
8/1/2006,WV,2883685,5.11
8/1/2006,WY,1271776,5.33
7/1/2006,AK,472696,13.4
7/1/2006,AL,9201267,7.75
7/1/2006,AR,4618234,7.46
7/1/2006,AZ,8281871,8.91
7/1/2006,CA,25206304,15.17
7/1/2006,CO,4769857,7.74
7/1/2006,CT,3246923,14.82
7/1/2006,DC,1035502,10.05
7/1/2006,DE,1105692,11.91
7/1/2006,FL,22421777,10.53
7/1/2006,GA,14016141,8.3
7/1/2006,HI,922807,21.89
7/1/2006,IA,4320932,7.89
7/1/2006,ID,2442187,4.79
7/1/2006,IL,14524133,7.94
7/1/2006,IN,10075992,6.74
7/1/2006,KS,4282633,7.65
7/1/2006,KY,7921300,6.18
7/1/2006,LA,7670135,8.26
7/1/2006,MA,5542051,15.44
7/1/2006,MD,6384654,10.74
7/1/2006,ME,1147101,11.56
7/1/2006,MI,10639207,8.65
7/1/2006,MN,6754730,8.04
7/1/2006,MO,8459522,7.46
7/1/2006,MS,4664432,8.37
7/1/2006,MT,1202497,6.76
7/1/2006,NC,12625642,7.79
7/1/2006,ND,949624,6.62
7/1/2006,NE,2859217,6.76
7/1/2006,NH,1057214,13.53
7/1/2006,NJ,8691011,14.04
7/1/2006,NM,2095931,7.36
7/1/2006,NV,3948914,10.43
7/1/2006,NY,13980141,16.33
7/1/2006,OH,14905875,8.18
7/1/2006,OK,6038872,7.63
7/1/2006,OR,4024090,6.48
7/1/2006,PA,13779739,9.14
7/1/2006,RI,800648,14.08
7/1/2006,SC,8145238,7.35
7/1/2006,SD,932308,7.2
7/1/2006,TN,9923531,7.32
7/1/2006,TX,34635636,10.84
7/1/2006,UT,2665364,6.59
7/1/2006,VA,10835131,7.17
7/1/2006,VT,525373,11.48
7/1/2006,WA,6789689,6.07
7/1/2006,WI,6791060,8.65
7/1/2006,WV,2785506,5.07
7/1/2006,WY,1270436,5.3
6/1/2006,AK,470909,13.15
6/1/2006,AL,8132851,7.82
6/1/2006,AR,4102610,7
6/1/2006,AZ,7346073,8.89
6/1/2006,CA,23237303,13.9
6/1/2006,CO,4581145,7.64
6/1/2006,CT,2750341,14.72
6/1/2006,DC,1097126,12.48
6/1/2006,DE,932735,11.48
6/1/2006,FL,21224015,10.51
6/1/2006,GA,12186205,7.96
6/1/2006,HI,891580,21.45
6/1/2006,IA,3814846,7.18
6/1/2006,ID,2071160,4.9
6/1/2006,IL,12059793,7.57
6/1/2006,IN,8971639,6.61
6/1/2006,KS,3724418,7.42
6/1/2006,KY,7069310,6.09
6/1/2006,LA,7027370,8.1
6/1/2006,MA,4790936,15.69
6/1/2006,MD,5482301,10.91
6/1/2006,ME,975640,12.32
6/1/2006,MI,9370105,8.23
6/1/2006,MN,5587270,7.58
6/1/2006,MO,7293686,7.44
6/1/2006,MS,4202028,8.92
6/1/2006,MT,1127928,6.58
6/1/2006,NC,11189364,7.46
6/1/2006,ND,849987,6.38
6/1/2006,NE,2421263,6.48
6/1/2006,NH,924091,14.36
6/1/2006,NJ,7046374,13.17
6/1/2006,NM,1986821,7.33
6/1/2006,NV,3477947,9.82
6/1/2006,NY,11886648,15.67
6/1/2006,OH,12791301,8.09
6/1/2006,OK,5209215,7.62
6/1/2006,OR,3717260,6.4
6/1/2006,PA,12056707,8.97
6/1/2006,RI,666311,14.65
6/1/2006,SC,7258077,7.1
6/1/2006,SD,809894,6.88
6/1/2006,TN,8816231,7.21
6/1/2006,TX,32130297,10.77
6/1/2006,UT,2308302,6.48
6/1/2006,VA,9127981,7.08
6/1/2006,VT,475124,11.49
6/1/2006,WA,6568449,6.02
6/1/2006,WI,5867016,7.78
6/1/2006,WV,2561545,4.92
6/1/2006,WY,1172359,5.33
5/1/2006,AK,458166,13.24
5/1/2006,AL,7430583,6.85
5/1/2006,AR,3580904,6.58
5/1/2006,AZ,6114133,8.69
5/1/2006,CA,20582284,12.31
5/1/2006,CO,3957185,7.32
5/1/2006,CT,2438659,14.42
5/1/2006,DC,921164,10.45
5/1/2006,DE,812919,9.96
5/1/2006,FL,18498234,10.39
5/1/2006,GA,10425802,7.31
5/1/2006,HI,858625,20.56
5/1/2006,IA,3358509,6.56
5/1/2006,ID,1850897,5.02
5/1/2006,IL,10983628,7.06
5/1/2006,IN,8166275,6.68
5/1/2006,KS,3160990,6.96
5/1/2006,KY,6758241,5.17
5/1/2006,LA,5992905,7.77
5/1/2006,MA,4355841,14.68
5/1/2006,MD,4718080,9.11
5/1/2006,ME,956462,11.74
5/1/2006,MI,8520177,8.31
5/1/2006,MN,5099749,6.78
5/1/2006,MO,6282224,6.67
5/1/2006,MS,3620734,8.57
5/1/2006,MT,1066210,6.46
5/1/2006,NC,9635316,7.25
5/1/2006,ND,806293,6.2
5/1/2006,NE,2099692,5.89
5/1/2006,NH,835404,14.63
5/1/2006,NJ,6013007,10.67
5/1/2006,NM,1757966,7.01
5/1/2006,NV,2989821,9.33
5/1/2006,NY,10474018,14.62
5/1/2006,OH,11977114,7.65
5/1/2006,OK,4527487,6.91
5/1/2006,OR,3669998,6.46
5/1/2006,PA,11122945,8.63
5/1/2006,RI,593555,14.29
5/1/2006,SC,6388908,6.63
5/1/2006,SD,732073,6.82
5/1/2006,TN,7708672,7.01
5/1/2006,TX,28564421,10.2
5/1/2006,UT,2068535,6.13
5/1/2006,VA,8145291,6.84
5/1/2006,VT,443171,11.42
5/1/2006,WA,6507117,5.99
5/1/2006,WI,5478847,8.12
5/1/2006,WV,2529787,4.98
5/1/2006,WY,1159114,5.17
4/1/2006,AK,514349,12.55
4/1/2006,AL,6601075,7.01
4/1/2006,AR,3370721,6.44
4/1/2006,AZ,4883724,7.61
4/1/2006,CA,18203528,12.04
4/1/2006,CO,3696096,7.84
4/1/2006,CT,2247193,15.13
4/1/2006,DC,835408,10.51
4/1/2006,DE,853243,7.89
4/1/2006,FL,16598984,10.37
4/1/2006,GA,9581284,7.32
4/1/2006,HI,819707,20.8
4/1/2006,IA,3223792,6.64
4/1/2006,ID,1572385,5.21
4/1/2006,IL,10578039,6.7
4/1/2006,IN,7914725,6.69
4/1/2006,KS,2887978,6.74
4/1/2006,KY,6789991,5.04
4/1/2006,LA,5660413,7.87
4/1/2006,MA,4103250,14.98
4/1/2006,MD,4439140,8.79
4/1/2006,ME,922518,11.54
4/1/2006,MI,7882586,8.06
4/1/2006,MN,5010953,6.35
4/1/2006,MO,5681198,5.82
4/1/2006,MS,3376669,8.64
4/1/2006,MT,1084960,6.45
4/1/2006,NC,9140356,7.28
4/1/2006,ND,860180,6.03
4/1/2006,NE,1993274,5.71
4/1/2006,NH,822428,14.5
4/1/2006,NJ,5651279,10.31
4/1/2006,NM,1593874,7.18
4/1/2006,NV,2348546,8.86
4/1/2006,NY,10601013,14.42
4/1/2006,OH,11204116,7.53
4/1/2006,OK,3855891,7.19
4/1/2006,OR,3725511,6.48
4/1/2006,PA,10817783,8.62
4/1/2006,RI,562154,14.1
4/1/2006,SC,5967474,6.62
4/1/2006,SD,770498,6.47
4/1/2006,TN,7814181,7
4/1/2006,TX,25670267,10.06
4/1/2006,UT,1854076,5.78
4/1/2006,VA,7560739,6.66
4/1/2006,VT,439239,11.32
4/1/2006,WA,6851122,6.07
4/1/2006,WI,5233922,8.08
4/1/2006,WV,2317256,4.96
4/1/2006,WY,1219214,5.26
3/1/2006,AK,522264,12.59
3/1/2006,AL,6869843,6.43
3/1/2006,AR,3540071,6.3
3/1/2006,AZ,4995833,7.22
3/1/2006,CA,21352854,11.69
3/1/2006,CO,3983513,8.21
3/1/2006,CT,2686929,14.08
3/1/2006,DC,925566,10.18
3/1/2006,DE,959258,7.8
3/1/2006,FL,15893042,10.35
3/1/2006,GA,9973708,7.2
3/1/2006,HI,870683,20
3/1/2006,IA,3500538,6.75
3/1/2006,ID,1761586,5.25
3/1/2006,IL,11686951,6.54
3/1/2006,IN,8829311,6.35
3/1/2006,KS,2929912,6.68
3/1/2006,KY,7472994,4.97
3/1/2006,LA,5538652,8.23
3/1/2006,MA,4733474,15.79
3/1/2006,MD,5222772,8.69
3/1/2006,ME,1027579,11.77
3/1/2006,MI,8768265,7.65
3/1/2006,MN,5416537,6.18
3/1/2006,MO,6419000,5.56
3/1/2006,MS,3476339,8.73
3/1/2006,MT,1206142,6.8
3/1/2006,NC,9810706,7.27
3/1/2006,ND,1029288,5.81
3/1/2006,NE,2185454,5.84
3/1/2006,NH,921198,14.26
3/1/2006,NJ,6254463,10.53
3/1/2006,NM,1651383,7.22
3/1/2006,NV,2454926,9.07
3/1/2006,NY,11468395,14.11
3/1/2006,OH,13069303,7.51
3/1/2006,OK,3986906,6.97
3/1/2006,OR,4276136,6.6
3/1/2006,PA,12519026,8.4
3/1/2006,RI,650588,14.53
3/1/2006,SC,6211334,6.5
3/1/2006,SD,848425,6.46
3/1/2006,TN,8285434,6.6
3/1/2006,TX,25064807,9.98
3/1/2006,UT,1992324,5.72
3/1/2006,VA,8518529,6.66
3/1/2006,VT,490843,11.21
3/1/2006,WA,7896237,6.22
3/1/2006,WI,5739612,7.78
3/1/2006,WV,2852418,5.01
3/1/2006,WY,1228912,5.29
2/1/2006,AK,554846,12
2/1/2006,AL,6808633,6.46
2/1/2006,AR,3528140,6.41
2/1/2006,AZ,4736668,7.2
2/1/2006,CA,19005521,11.72
2/1/2006,CO,3709983,7.96
2/1/2006,CT,2515390,14.22
2/1/2006,DC,881621,10.02
2/1/2006,DE,974884,7.76
2/1/2006,FL,16158926,10.34
2/1/2006,GA,9681107,7.42
2/1/2006,HI,764326,20.5
2/1/2006,IA,3393528,6.84
2/1/2006,ID,1739177,5.24
2/1/2006,IL,11359154,6.56
2/1/2006,IN,8500364,6.17
2/1/2006,KS,2848244,6.26
2/1/2006,KY,7282763,4.93
2/1/2006,LA,5659814,9.07
2/1/2006,MA,4382019,16.6
2/1/2006,MD,5277647,8.66
2/1/2006,ME,981611,12.42
2/1/2006,MI,8528059,7.62
2/1/2006,MN,5173769,6.77
2/1/2006,MO,6455133,5.54
2/1/2006,MS,3425228,8.69
2/1/2006,MT,1178100,7.05
2/1/2006,NC,9844215,7.26
2/1/2006,ND,1019268,5.89
2/1/2006,NE,2153149,5.65
2/1/2006,NH,882640,14.5
2/1/2006,NJ,6082133,10.42
2/1/2006,NM,1587349,7.6
2/1/2006,NV,2246715,9
2/1/2006,NY,11242659,14.91
2/1/2006,OH,12287125,7.48
2/1/2006,OK,3997042,7.44
2/1/2006,OR,4204266,6.55
2/1/2006,PA,11908450,8.56
2/1/2006,RI,607309,13.74
2/1/2006,SC,6214849,6.61
2/1/2006,SD,838445,6.46
2/1/2006,TN,8318759,6.59
2/1/2006,TX,23640759,10.05
2/1/2006,UT,2034851,5.56
2/1/2006,VA,8701398,6.57
2/1/2006,VT,482904,11.19
2/1/2006,WA,7731265,6.17
2/1/2006,WI,5462704,7.95
2/1/2006,WV,2800856,5.01
2/1/2006,WY,1252652,5.17
1/1/2006,AK,587364,12.14
1/1/2006,AL,7350446,6.23
1/1/2006,AR,3834752,6.48
1/1/2006,AZ,5282555,7.16
1/1/2006,CA,20936256,11.25
1/1/2006,CO,3951184,7.67
1/1/2006,CT,2782054,13.19
1/1/2006,DC,812242,8.9
1/1/2006,DE,1032952,7.64
1/1/2006,FL,17735761,10.21
1/1/2006,GA,10855407,7.05
1/1/2006,HI,863693,20.25
1/1/2006,IA,3645630,6.66
1/1/2006,ID,1911785,5.15
1/1/2006,IL,12198450,6.32
1/1/2006,IN,8986833,6.02
1/1/2006,KS,3072147,6.37
1/1/2006,KY,7770295,4.86
1/1/2006,LA,5916856,8.51
1/1/2006,MA,4885518,15.6
1/1/2006,MD,5342312,8.66
1/1/2006,ME,1088895,11.88
1/1/2006,MI,8997174,7.76
1/1/2006,MN,5641445,6.6
1/1/2006,MO,6720665,5.45
1/1/2006,MS,3757561,8.45
1/1/2006,MT,1300266,6.82
1/1/2006,NC,10723246,7.31
1/1/2006,ND,1059530,5.77
1/1/2006,NE,2318600,5.22
1/1/2006,NH,1021998,13.85
1/1/2006,NJ,6563984,10.31
1/1/2006,NM,1728549,7.85
1/1/2006,NV,2479147,9.27
1/1/2006,NY,12119623,14.75
1/1/2006,OH,13205202,7.29
1/1/2006,OK,4141681,7.85
1/1/2006,OR,4660272,6.22
1/1/2006,PA,12958106,8.26
1/1/2006,RI,658577,13.72
1/1/2006,SC,6596424,6.68
1/1/2006,SD,909541,6.24
1/1/2006,TN,8980745,6.59
1/1/2006,TX,26401970,9.96
1/1/2006,UT,2188207,5.61
1/1/2006,VA,9119395,6.6
1/1/2006,VT,527097,11.15
1/1/2006,WA,9053355,5.17
1/1/2006,WI,5893325,7.85
1/1/2006,WV,2966533,4.96
1/1/2006,WY,1330363,4.97
12/1/2005,AK,564922,12.48
12/1/2005,AL,7479879,6.67
12/1/2005,AR,3605171,6.37
12/1/2005,AZ,5187084,7.09
12/1/2005,CA,21387224,11.15
12/1/2005,CO,4225528,8.38
12/1/2005,CT,2953043,12.14
12/1/2005,DC,979155,9.58
12/1/2005,DE,948091,7.82
12/1/2005,FL,17383051,8.9
12/1/2005,GA,10834890,8.06
12/1/2005,HI,882851,20.31
12/1/2005,IA,3642408,6.5
12/1/2005,ID,2009900,5.21
12/1/2005,IL,12617761,6.39
12/1/2005,IN,9357063,5.89
12/1/2005,KS,3305171,6.23
12/1/2005,KY,8034573,4.88
12/1/2005,LA,5551427,9.28
12/1/2005,MA,4912165,13.23
12/1/2005,MD,6060872,8.16
12/1/2005,ME,1162439,10.65
12/1/2005,MI,9144357,7.19
12/1/2005,MN,5622611,6.68
12/1/2005,MO,7226555,5.41
12/1/2005,MS,3576951,8.18
12/1/2005,MT,1248415,7.01
12/1/2005,NC,10885827,7.22
12/1/2005,ND,1011700,5.58
12/1/2005,NE,2338829,5.29
12/1/2005,NH,989994,13.79
12/1/2005,NJ,6618831,10.86
12/1/2005,NM,1705685,7.9
12/1/2005,NV,2573363,9.7
12/1/2005,NY,12483526,14.53
12/1/2005,OH,13987532,6.96
12/1/2005,OK,4382409,6.7
12/1/2005,OR,4483255,6.65
12/1/2005,PA,12883824,8.23
12/1/2005,RI,711037,13.82
12/1/2005,SC,6553415,7.04
12/1/2005,SD,877936,6.36
12/1/2005,TN,8619443,6.67
12/1/2005,TX,25167513,9.78
12/1/2005,UT,2248423,5.44
12/1/2005,VA,9843547,6.47
12/1/2005,VT,536264,11.1
12/1/2005,WA,8197579,6.16
12/1/2005,WI,6035370,7.7
12/1/2005,WV,3025999,5.1
12/1/2005,WY,1277816,5.06
11/1/2005,AK,531223,12.09
11/1/2005,AL,6535954,6.7
11/1/2005,AR,3434485,6.34
11/1/2005,AZ,4768400,7.11
11/1/2005,CA,19907608,11.14
11/1/2005,CO,3677017,8.35
11/1/2005,CT,2491164,12.27
11/1/2005,DC,881804,9.45
11/1/2005,DE,847034,7.76
11/1/2005,FL,16423623,8.98
11/1/2005,GA,9483927,7.35
11/1/2005,HI,863831,20.62
11/1/2005,IA,3349831,6.22
11/1/2005,ID,1717560,5.12
11/1/2005,IL,10681080,6.63
11/1/2005,IN,8203928,6.04
11/1/2005,KS,2864192,6.39
11/1/2005,KY,6962591,4.81
11/1/2005,LA,5550308,9.93
11/1/2005,MA,4366690,12.78
11/1/2005,MD,5009921,8.04
11/1/2005,ME,957489,11.17
11/1/2005,MI,8378192,7.22
11/1/2005,MN,5314980,6.4
11/1/2005,MO,5972737,5.52
11/1/2005,MS,3322544,8.42
11/1/2005,MT,1087961,7.05
11/1/2005,NC,9193895,7.32
11/1/2005,ND,918669,5.95
11/1/2005,NE,1978754,5.46
11/1/2005,NH,861973,13.02
11/1/2005,NJ,5933520,10.18
11/1/2005,NM,1555136,7.8
11/1/2005,NV,2231617,8.94
11/1/2005,NY,11263713,14.72
11/1/2005,OH,12365060,7.06
11/1/2005,OK,3731817,6.67
11/1/2005,OR,3833217,6.46
11/1/2005,PA,11289131,8.26
11/1/2005,RI,606149,13.38
11/1/2005,SC,5992192,6.6
11/1/2005,SD,751257,6.61
11/1/2005,TN,7874140,6.6
11/1/2005,TX,24063156,9.67
11/1/2005,UT,1972732,5.39
11/1/2005,VA,8049999,6.53
11/1/2005,VT,458054,10.85
11/1/2005,WA,7023805,5.9
11/1/2005,WI,5398464,7.5
11/1/2005,WV,2468474,5.15
11/1/2005,WY,1184469,5.04
10/1/2005,AK,493758,11.8
10/1/2005,AL,7287830,6.58
10/1/2005,AR,4005440,6.65
10/1/2005,AZ,5835270,8.12
10/1/2005,CA,20920683,11.27
10/1/2005,CO,3933390,7.53
10/1/2005,CT,2585762,12.28
10/1/2005,DC,900264,9.36
10/1/2005,DE,970986,7.68
10/1/2005,FL,20194924,8.93
10/1/2005,GA,10914484,7.36
10/1/2005,HI,916388,20.32
10/1/2005,IA,3531048,6.31
10/1/2005,ID,1567343,5.18
10/1/2005,IL,11243075,7.13
10/1/2005,IN,8435554,6.09
10/1/2005,KS,3115415,6.64
10/1/2005,KY,7203095,4.84
10/1/2005,LA,6452739,9.25
10/1/2005,MA,4554555,12.07
10/1/2005,MD,4993154,8.06
10/1/2005,ME,1099048,9.87
10/1/2005,MI,8832839,7.07
10/1/2005,MN,5467927,6.52
10/1/2005,MO,6364752,5.54
10/1/2005,MS,4075686,8.25
10/1/2005,MT,1061129,6.89
10/1/2005,NC,10161274,7.5
10/1/2005,ND,855934,6.17
10/1/2005,NE,2038312,5.7
10/1/2005,NH,892809,12.81
10/1/2005,NJ,6460782,10.48
10/1/2005,NM,1683364,7.94
10/1/2005,NV,2584463,9.22
10/1/2005,NY,12123410,15.37
10/1/2005,OH,12629903,7.09
10/1/2005,OK,4303545,7.87
10/1/2005,OR,3491708,6.42
10/1/2005,PA,11477497,8.23
10/1/2005,RI,627655,12.38
10/1/2005,SC,6659208,6.85
10/1/2005,SD,755916,6.75
10/1/2005,TN,8828414,6.41
10/1/2005,TX,29029201,10.13
10/1/2005,UT,1952432,6.1
10/1/2005,VA,8334532,6.52
10/1/2005,VT,472058,11.07
10/1/2005,WA,6238908,5.94
10/1/2005,WI,5678078,7.59
10/1/2005,WV,2230885,5.14
10/1/2005,WY,1159484,5.25
9/1/2005,AK,480842,11.25
9/1/2005,AL,8438949,7.17
9/1/2005,AR,4637823,7.1
9/1/2005,AZ,7060435,8.32
9/1/2005,CA,23475096,12.29
9/1/2005,CO,4172879,7.67
9/1/2005,CT,2690144,12.56
9/1/2005,DC,1054109,9.7
9/1/2005,DE,1157927,8.4
9/1/2005,FL,22804437,8.89
9/1/2005,GA,12460423,8.37
9/1/2005,HI,918169,19.27
9/1/2005,IA,3664302,6.96
9/1/2005,ID,1816031,5.15
9/1/2005,IL,12518967,7.31
9/1/2005,IN,9306287,5.9
9/1/2005,KS,3666515,7.2
9/1/2005,KY,7416089,5.12
9/1/2005,LA,6893162,8.39
9/1/2005,MA,4825916,12.78
9/1/2005,MD,5823165,8.84
9/1/2005,ME,991532,11.16
9/1/2005,MI,9311816,7.54
9/1/2005,MN,5535009,7.03
9/1/2005,MO,7412852,6.12
9/1/2005,MS,4069063,8.32
9/1/2005,MT,1100800,6.85
9/1/2005,NC,11963827,7.47
9/1/2005,ND,826211,6.56
9/1/2005,NE,2388206,6.58
9/1/2005,NH,932040,13.49
9/1/2005,NJ,7383645,12.15
9/1/2005,NM,1830581,7.75
9/1/2005,NV,2985910,9.33
9/1/2005,NY,13983731,15.31
9/1/2005,OH,13301303,7.2
9/1/2005,OK,5179538,8.18
9/1/2005,OR,3693359,6.18
9/1/2005,PA,12370647,8.43
9/1/2005,RI,690029,12.29
9/1/2005,SC,7488129,7.09
9/1/2005,SD,849297,6.95
9/1/2005,TN,9971357,6.33
9/1/2005,TX,33978964,10.13
9/1/2005,UT,1998868,6.42
9/1/2005,VA,9307815,6.92
9/1/2005,VT,486653,10.85
9/1/2005,WA,6162349,5.78
9/1/2005,WI,5966551,7.69
9/1/2005,WV,2329571,5.09
9/1/2005,WY,1152064,5.21
8/1/2005,AK,455347,12.25
8/1/2005,AL,8755015,6.88
8/1/2005,AR,4745922,6.85
8/1/2005,AZ,7629447,8.3
8/1/2005,CA,26405948,12.7
8/1/2005,CO,4653174,7.59
8/1/2005,CT,3278410,12.45
8/1/2005,DC,1232767,9.78
8/1/2005,DE,1233596,8.4
8/1/2005,FL,23004710,8.86
8/1/2005,GA,13635362,8.11
8/1/2005,HI,952447,18.58
8/1/2005,IA,3981247,7.57
8/1/2005,ID,2197748,5.3
8/1/2005,IL,14515855,7.54
8/1/2005,IN,10218517,6.07
8/1/2005,KS,3993942,7.17
8/1/2005,KY,8164145,5.8
8/1/2005,LA,7954648,8.4
8/1/2005,MA,5586988,12.46
8/1/2005,MD,6827468,8.99
8/1/2005,ME,1218411,9.77
8/1/2005,MI,10963667,7.6
8/1/2005,MN,6123694,7.07
8/1/2005,MO,8403192,7.06
8/1/2005,MS,4513545,7.71
8/1/2005,MT,1218278,6.9
8/1/2005,NC,13049195,7.44
8/1/2005,ND,900913,6.51
8/1/2005,NE,2677306,6.67
8/1/2005,NH,1065169,12.78
8/1/2005,NJ,8912566,12.72
8/1/2005,NM,2017686,7.85
8/1/2005,NV,3415217,9.39
8/1/2005,NY,14785616,15.21
8/1/2005,OH,15354525,7.5
8/1/2005,OK,5682820,7.58
8/1/2005,OR,3900979,6.19
8/1/2005,PA,14173153,8.57
8/1/2005,RI,798882,12.07
8/1/2005,SC,8168179,7.11
8/1/2005,SD,934446,6.68
8/1/2005,TN,9971294,6.35
8/1/2005,TX,33962131,9.82
8/1/2005,UT,2441307,6.42
8/1/2005,VA,10793477,6.97
8/1/2005,VT,523126,10.91
8/1/2005,WA,6564442,5.84
8/1/2005,WI,6729927,7.85
8/1/2005,WV,2652668,5.16
8/1/2005,WY,1205170,5.17
7/1/2005,AK,461702,11.78
7/1/2005,AL,8550545,6.9
7/1/2005,AR,4593838,6.67
7/1/2005,AZ,7739235,8.32
7/1/2005,CA,22741963,13.16
7/1/2005,CO,4736267,7.8
7/1/2005,CT,3196279,12.37
7/1/2005,DC,1238893,9.85
7/1/2005,DE,1152792,8.25
7/1/2005,FL,22549616,8.74
7/1/2005,GA,13301592,7.81
7/1/2005,HI,920806,18.65
7/1/2005,IA,4222538,7.55
7/1/2005,ID,2253718,5.32
7/1/2005,IL,14439040,7.75
7/1/2005,IN,9782248,6.02
7/1/2005,KS,4077721,7.01
7/1/2005,KY,7884682,5.67
7/1/2005,LA,8023652,8.23
7/1/2005,MA,5594453,12.4
